TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Vehicle Collision or Pedestrian Struck (with Injury),2009,5,9,12,57,PARKER ST / RENFREW ST,Hastings-Sunrise,496790,5458069
Vehicle Collision or Pedestrian Struck (with Injury),2012,6,4,22,24,PARKER ST / RENFREW ST,Hastings-Sunrise,496790,5458069
Vehicle Collision or Pedestrian Struck (with Injury),2016,5,9,14,48,PARKER ST / RENFREW ST,Hastings-Sunrise,496790,5458069
Vehicle Collision or Pedestrian Struck (with Injury),2012,6,28,15,20,PARKER ST / TEMPLETON DR,Grandview-Woodland,495646,5458100
Vehicle Collision or Pedestrian Struck (with Injury),2017,10,18,17,16,PARKER ST / VERNON DR,Strathcona,494280,5458128
Vehicle Collision or Pedestrian Struck (with Injury),2010,9,21,19,6,PARKER ST / VERNON DR,Strathcona,494281,5458128
Vehicle Collision or Pedestrian Struck (with Injury),2019,2,20,13,33,PARKER ST / VICTORIA DR,Grandview-Woodland,495225,5458110
Vehicle Collision or Pedestrian Struck (with Injury),2016,1,11,23,34,PAT QUINN WAY / PACIFIC BLVD,Central Business District,492167,5458269
Vehicle Collision or Pedestrian Struck (with Injury),2016,12,16,19,32,PAT QUINN WAY / PACIFIC BLVD,Central Business District,492167,5458269
Vehicle Collision or Pedestrian Struck (with Injury),2004,10,5,16,49,PENDRELL ST / BROUGHTON ST,West End,490164,5459081
Vehicle Collision or Pedestrian Struck (with Injury),2017,6,10,20,43,PENDRELL ST / BROUGHTON ST,West End,490164,5459081
Vehicle Collision or Pedestrian Struck (with Injury),2018,7,26,11,36,PENDRELL ST / BROUGHTON ST,West End,490164,5459081
Vehicle Collision or Pedestrian Struck (with Injury),2017,12,19,15,26,PENDRELL ST / BUTE ST,West End,490376,5458872
Vehicle Collision or Pedestrian Struck (with Injury),2020,11,16,16,45,PENDRELL ST / BUTE ST,West End,490380,5458862
Vehicle Collision or Pedestrian Struck (with Injury),2021,5,14,16,22,PENDRELL ST / CARDERO ST,West End,489995,5459251
Vehicle Collision or Pedestrian Struck (with Injury),2005,10,8,13,11,PENDRELL ST / DENMAN ST,West End,489762,5459476
Vehicle Collision or Pedestrian Struck (with Injury),2005,11,17,14,7,PENDRELL ST / DENMAN ST,West End,489762,5459476
Vehicle Collision or Pedestrian Struck (with Injury),2006,4,19,12,50,PENDRELL ST / DENMAN ST,West End,489762,5459476
Vehicle Collision or Pedestrian Struck (with Injury),2017,4,8,11,26,PENDRELL ST / DENMAN ST,West End,489762,5459476
Vehicle Collision or Pedestrian Struck (with Injury),2012,10,27,19,30,PENDRELL ST / JERVIS ST,West End,490262,5458982
Vehicle Collision or Pedestrian Struck (with Injury),2022,2,8,22,41,PENDRELL ST / JERVIS ST,West End,490262,5458982
Vehicle Collision or Pedestrian Struck (with Injury),2009,11,7,21,2,PENTICTON ST / DUNDAS ST,Hastings-Sunrise,496220,5459116
Vehicle Collision or Pedestrian Struck (with Injury),2015,1,23,9,7,PENTICTON ST / E 1ST AVE,Hastings-Sunrise,496211,5457405
Vehicle Collision or Pedestrian Struck (with Injury),2015,2,25,16,22,PENTICTON ST / E 22ND AVE,Renfrew-Collingwood,496198,5455325
Vehicle Collision or Pedestrian Struck (with Injury),2018,11,14,16,38,PENTICTON ST / E 22ND AVE,Renfrew-Collingwood,496198,5455325
Vehicle Collision or Pedestrian Struck (with Injury),2016,6,7,15,47,PENTICTON ST / E 4TH AVE,Hastings-Sunrise,496206,5457102
Vehicle Collision or Pedestrian Struck (with Injury),2007,6,5,17,17,PENTICTON ST / E BROADWAY AVE,Renfrew-Collingwood,496143,5456583
Vehicle Collision or Pedestrian Struck (with Injury),2012,2,21,8,37,PENTICTON ST / E BROADWAY AVE,Renfrew-Collingwood,496143,5456583
Vehicle Collision or Pedestrian Struck (with Injury),2022,5,19,18,11,PENTICTON ST / E GEORGIA ST,Hastings-Sunrise,496217,5458393
Vehicle Collision or Pedestrian Struck (with Injury),2018,3,8,14,18,PENTICTON ST / E HASTINGS ST,Hastings-Sunrise,496219,5458713
Vehicle Collision or Pedestrian Struck (with Injury),2018,10,25,18,55,PENTICTON ST / E HASTINGS ST,Hastings-Sunrise,496219,5458713
Vehicle Collision or Pedestrian Struck (with Injury),2021,10,19,10,41,PENTICTON ST / E HASTINGS ST,Hastings-Sunrise,496219,5458713
Vehicle Collision or Pedestrian Struck (with Injury),2021,11,1,21,2,PENTICTON ST / E HASTINGS ST,Hastings-Sunrise,496219,5458713
Vehicle Collision or Pedestrian Struck (with Injury),2010,10,1,21,2,PENTICTON ST / E PENDER ST,Hastings-Sunrise,496219,5458610
Vehicle Collision or Pedestrian Struck (with Injury),2012,3,8,7,11,PENTICTON ST / GRANDVIEW HWY N,Renfrew-Collingwood,496143,5456159
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,26,18,10,PERRY ST / KINGSWAY AVE,Kensington-Cedar Cottage,494811,5455029
Vehicle Collision or Pedestrian Struck (with Injury),2004,1,19,22,21,PINE CRES / HOSMER AVE,Shaughnessy,489321,5455627
Vehicle Collision or Pedestrian Struck (with Injury),2020,8,22,18,50,PINE CRES / W 33RD AVE,Shaughnessy,489315,5454369
Vehicle Collision or Pedestrian Struck (with Injury),2007,10,20,19,41,PINE ST / W 10TH AVE,Fairview,489561,5456671
Vehicle Collision or Pedestrian Struck (with Injury),2007,12,13,17,3,PINE ST / W 10TH AVE,Fairview,489561,5456671
Vehicle Collision or Pedestrian Struck (with Injury),2012,7,11,12,50,PINE ST / W 10TH AVE,Fairview,489561,5456671
Vehicle Collision or Pedestrian Struck (with Injury),2016,7,28,8,50,PINE ST / W 10TH AVE,Fairview,489561,5456671
Vehicle Collision or Pedestrian Struck (with Injury),2019,6,7,18,14,PINE ST / W 10TH AVE,Fairview,489561,5456671
Vehicle Collision or Pedestrian Struck (with Injury),2010,5,27,8,54,PINE ST / W 10TH AVE,Fairview,489562,5456671
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,23,13,15,PINE ST / W 12TH AVE,Fairview,489560,5456467
Vehicle Collision or Pedestrian Struck (with Injury),2014,12,6,9,58,PINE ST / W 12TH AVE,Fairview,489560,5456467
Vehicle Collision or Pedestrian Struck (with Injury),2016,11,25,18,36,PINE ST / W 12TH AVE,Fairview,489560,5456467
Vehicle Collision or Pedestrian Struck (with Injury),2021,8,4,8,20,PINE ST / W 12TH AVE,Fairview,489560,5456467
Vehicle Collision or Pedestrian Struck (with Injury),2008,5,24,14,4,PINE ST / W 12TH AVE,Fairview,489561,5456467
Vehicle Collision or Pedestrian Struck (with Injury),2010,5,7,8,5,PINE ST / W 12TH AVE,Fairview,489561,5456467
Vehicle Collision or Pedestrian Struck (with Injury),2004,9,23,21,0,PINE ST / W 13TH AVE,Fairview,489557,5456357
Vehicle Collision or Pedestrian Struck (with Injury),2016,10,30,15,33,PINE ST / W 16TH AVE,Shaughnessy,489550,5456051
Vehicle Collision or Pedestrian Struck (with Injury),2011,7,7,15,10,PINE ST / W 1ST AVE,Fairview,489587,5457550
Vehicle Collision or Pedestrian Struck (with Injury),2019,11,14,16,9,PINE ST / W 1ST AVE,Fairview,489587,5457550
Vehicle Collision or Pedestrian Struck (with Injury),2018,5,23,7,45,PINE ST / W 2ND AVE,Fairview,489584,5457452
Vehicle Collision or Pedestrian Struck (with Injury),2009,1,29,11,30,PINE ST / W 2ND AVE,Fairview,489585,5457453
Vehicle Collision or Pedestrian Struck (with Injury),2006,3,17,6,49,PINE ST / W 4TH AVE,Fairview,489579,5457254
Vehicle Collision or Pedestrian Struck (with Injury),2017,10,22,9,32,PINE ST / W 4TH AVE,Fairview,489579,5457254
Vehicle Collision or Pedestrian Struck (with Injury),2018,1,31,7,44,PINE ST / W 4TH AVE,Fairview,489579,5457254
Vehicle Collision or Pedestrian Struck (with Injury),2016,3,18,11,41,PINE ST / W 5TH AVE,Fairview,489576,5457160
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,12,18,30,PINE ST / W 6TH AVE,Fairview,489574,5457065
Vehicle Collision or Pedestrian Struck (with Injury),2013,5,8,16,27,PINE ST / W 7TH AVE,Fairview,489572,5456971
Vehicle Collision or Pedestrian Struck (with Injury),2013,7,21,20,0,PINE ST / W 7TH AVE,Fairview,489572,5456971
Vehicle Collision or Pedestrian Struck (with Injury),2017,4,22,17,19,PINE ST / W 7TH AVE,Fairview,489572,5456971
Vehicle Collision or Pedestrian Struck (with Injury),2017,7,9,18,3,PINE ST / W 7TH AVE,Fairview,489572,5456971
Vehicle Collision or Pedestrian Struck (with Injury),2021,4,20,16,50,PINE ST / W 7TH AVE,Fairview,489572,5456971
Vehicle Collision or Pedestrian Struck (with Injury),2003,4,7,10,0,PINE ST / W BROADWAY AVE,Fairview,489565,5456776
Vehicle Collision or Pedestrian Struck (with Injury),2004,11,30,17,1,PINE ST / W BROADWAY AVE,Fairview,489565,5456776
Vehicle Collision or Pedestrian Struck (with Injury),2009,3,9,13,14,PINE ST / W BROADWAY AVE,Fairview,489566,5456776
Vehicle Collision or Pedestrian Struck (with Injury),2011,2,14,16,55,PINE ST / W BROADWAY AVE,Fairview,489566,5456776
Vehicle Collision or Pedestrian Struck (with Injury),2004,9,8,17,56,PIPELINE RD / STANLEY PARK DR,Stanley Park,489982,5461959
Vehicle Collision or Pedestrian Struck (with Injury),2010,11,7,13,51,PIPELINE RD / STANLEY PARK DR,Stanley Park,490116,5460520
Vehicle Collision or Pedestrian Struck (with Injury),2012,6,18,10,51,PIPELINE RD / TUNNEL TR,Stanley Park,490045,5461484
Vehicle Collision or Pedestrian Struck (with Injury),2005,3,15,0,45,POINT GREY RD / BALACLAVA ST,Kitsilano,487361,5457609
Vehicle Collision or Pedestrian Struck (with Injury),2006,6,29,9,24,POINT GREY RD / BAYSWATER ST,Kitsilano,487561,5457605
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,15,21,43,POINT GREY RD / MACDONALD ST,Kitsilano,487766,5457646
Vehicle Collision or Pedestrian Struck (with Injury),2010,8,14,11,14,POINT GREY RD / MACDONALD ST,Kitsilano,487767,5457646
Vehicle Collision or Pedestrian Struck (with Injury),2018,8,6,13,43,POINT GREY RD / TRAFALGAR ST,Kitsilano,488060,5457880
Vehicle Collision or Pedestrian Struck (with Injury),2019,11,17,19,31,POINT GREY RD / TRUTCH ST,Kitsilano,487224,5457633
Vehicle Collision or Pedestrian Struck (with Injury),2014,8,27,20,27,POINT GREY RD / WALLACE ST,West Point Grey,486216,5457666
Vehicle Collision or Pedestrian Struck (with Injury),2004,8,17,3,12,POPLAR ST / E 63RD AVE,Sunset,493205,5451154
Vehicle Collision or Pedestrian Struck (with Injury),2007,4,25,14,10,POPLAR ST / SE MARINE DR,Sunset,493205,5450924
Vehicle Collision or Pedestrian Struck (with Injury),2007,2,3,17,4,PORTER ST / VICTORIA DR,Kensington-Cedar Cottage,495187,5455765
Vehicle Collision or Pedestrian Struck (with Injury),2008,11,10,8,29,PORTER ST / VICTORIA DVRS,Kensington-Cedar Cottage,495125,5455637
Vehicle Collision or Pedestrian Struck (with Injury),2019,4,30,19,54,POWELL ST / CLARK DR,Strathcona,494385,5458925
Vehicle Collision or Pedestrian Struck (with Injury),2009,12,13,19,21,POWELL ST / CLARK DR,Strathcona,494385,5458926
Vehicle Collision or Pedestrian Struck (with Injury),2003,3,26,4,19,POWELL ST / CLARK DR,Strathcona,494392,5458926
Vehicle Collision or Pedestrian Struck (with Injury),2003,5,20,16,40,POWELL ST / CLARK DR,Strathcona,494392,5458926
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,29,19,4,POWELL ST / CLARK DR,Strathcona,494392,5458926
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,3,17,7,POWELL ST / CLARK DR,Strathcona,494392,5458926
Vehicle Collision or Pedestrian Struck (with Injury),2004,1,24,18,10,POWELL ST / CLARK DR,Strathcona,494392,5458926
Vehicle Collision or Pedestrian Struck (with Injury),2004,10,8,6,6,POWELL ST / CLARK DR,Strathcona,494392,5458926
Vehicle Collision or Pedestrian Struck (with Injury),2005,2,7,22,26,POWELL ST / CLARK DR,Strathcona,494392,5458926
Vehicle Collision or Pedestrian Struck (with Injury),2008,10,23,10,0,POWELL ST / CLARK DR,Grandview-Woodland,494401,5458927
Vehicle Collision or Pedestrian Struck (with Injury),2015,8,28,22,30,POWELL ST / CLARK DR,Grandview-Woodland,494401,5458927
Vehicle Collision or Pedestrian Struck (with Injury),2016,11,18,18,55,POWELL ST / CLARK DR,Grandview-Woodland,494401,5458927
Vehicle Collision or Pedestrian Struck (with Injury),2004,11,1,12,45,POWELL ST / COLUMBIA ST,Central Business District,492568,5458948
Vehicle Collision or Pedestrian Struck (with Injury),2010,3,31,21,38,POWELL ST / COLUMBIA ST,Central Business District,492568,5458948
Vehicle Collision or Pedestrian Struck (with Injury),2017,8,29,20,55,POWELL ST / COLUMBIA ST,Central Business District,492568,5458948
Vehicle Collision or Pedestrian Struck (with Injury),2018,10,15,8,12,POWELL ST / COLUMBIA ST,Central Business District,492568,5458948
Vehicle Collision or Pedestrian Struck (with Injury),2003,4,17,1,29,POWELL ST / COMMERCIAL DR,Grandview-Woodland,494883,5459014
Vehicle Collision or Pedestrian Struck (with Injury),2005,5,17,15,0,POWELL ST / COMMERCIAL DR,Grandview-Woodland,494883,5459014
Vehicle Collision or Pedestrian Struck (with Injury),2006,3,14,11,54,POWELL ST / COMMERCIAL DR,Grandview-Woodland,494883,5459014
Vehicle Collision or Pedestrian Struck (with Injury),2011,11,25,15,51,POWELL ST / COMMERCIAL DR,Grandview-Woodland,494883,5459014
Vehicle Collision or Pedestrian Struck (with Injury),2014,7,20,14,42,POWELL ST / COMMERCIAL DR,Grandview-Woodland,494883,5459014
Vehicle Collision or Pedestrian Struck (with Injury),2015,6,19,0,2,POWELL ST / COMMERCIAL DR,Grandview-Woodland,494883,5459014
Vehicle Collision or Pedestrian Struck (with Injury),2017,12,23,8,30,POWELL ST / COMMERCIAL DR,Grandview-Woodland,494883,5459014
Vehicle Collision or Pedestrian Struck (with Injury),2018,6,24,22,31,POWELL ST / COMMERCIAL DR,Grandview-Woodland,494883,5459014
Vehicle Collision or Pedestrian Struck (with Injury),2009,6,16,7,44,POWELL ST / COMMERCIAL DR,Grandview-Woodland,494884,5459015
Vehicle Collision or Pedestrian Struck (with Injury),2010,2,20,10,34,POWELL ST / COMMERCIAL DR,Grandview-Woodland,494884,5459015
Vehicle Collision or Pedestrian Struck (with Injury),2010,6,17,22,47,POWELL ST / COMMERCIAL DR,Grandview-Woodland,494884,5459015
Vehicle Collision or Pedestrian Struck (with Injury),2005,3,9,8,45,POWELL ST / DUNLEVY AVE,Strathcona,493066,5458933
Vehicle Collision or Pedestrian Struck (with Injury),2006,5,29,11,17,POWELL ST / DUNLEVY AVE,Strathcona,493066,5458933
Vehicle Collision or Pedestrian Struck (with Injury),2006,9,14,19,56,POWELL ST / DUNLEVY AVE,Strathcona,493066,5458933
Vehicle Collision or Pedestrian Struck (with Injury),2011,11,23,22,5,POWELL ST / DUNLEVY AVE,Strathcona,493066,5458933
Vehicle Collision or Pedestrian Struck (with Injury),2012,1,24,9,18,POWELL ST / DUNLEVY AVE,Strathcona,493066,5458933
Vehicle Collision or Pedestrian Struck (with Injury),2018,11,13,16,24,POWELL ST / DUNLEVY AVE,Strathcona,493066,5458933
Vehicle Collision or Pedestrian Struck (with Injury),2021,5,3,9,44,POWELL ST / DUNLEVY AVE,Strathcona,493066,5458933
Vehicle Collision or Pedestrian Struck (with Injury),2004,8,2,16,15,POWELL ST / GORE AVE,Strathcona,492893,5458938
Vehicle Collision or Pedestrian Struck (with Injury),2004,11,1,18,0,POWELL ST / GORE AVE,Strathcona,492893,5458938
Vehicle Collision or Pedestrian Struck (with Injury),2005,4,23,14,19,POWELL ST / GORE AVE,Strathcona,492893,5458938
Vehicle Collision or Pedestrian Struck (with Injury),2006,2,19,14,24,POWELL ST / GORE AVE,Strathcona,492893,5458938
Vehicle Collision or Pedestrian Struck (with Injury),2016,8,18,13,25,POWELL ST / GORE AVE,Strathcona,492893,5458938
Vehicle Collision or Pedestrian Struck (with Injury),2016,11,3,18,45,POWELL ST / GORE AVE,Strathcona,492893,5458938
Vehicle Collision or Pedestrian Struck (with Injury),2017,6,15,14,25,POWELL ST / GORE AVE,Strathcona,492893,5458938
Vehicle Collision or Pedestrian Struck (with Injury),2019,12,7,1,20,POWELL ST / GORE AVE,Strathcona,492893,5458938
Vehicle Collision or Pedestrian Struck (with Injury),2020,5,28,18,0,POWELL ST / GORE AVE,Strathcona,492893,5458938
Vehicle Collision or Pedestrian Struck (with Injury),2012,9,14,21,26,POWELL ST / HAWKS AVE,Strathcona,493667,5458914
Vehicle Collision or Pedestrian Struck (with Injury),2016,11,26,15,58,POWELL ST / HAWKS AVE,Strathcona,493667,5458914
Vehicle Collision or Pedestrian Struck (with Injury),2017,10,15,14,52,POWELL ST / HAWKS AVE,Strathcona,493667,5458914
Vehicle Collision or Pedestrian Struck (with Injury),2018,7,5,9,58,POWELL ST / HAWKS AVE,Strathcona,493667,5458914
Vehicle Collision or Pedestrian Struck (with Injury),2010,1,9,21,17,POWELL ST / HAWKS AVE,Strathcona,493667,5458915
Vehicle Collision or Pedestrian Struck (with Injury),2005,6,5,3,36,POWELL ST / HEATLEY AVE,Strathcona,493493,5458920
Vehicle Collision or Pedestrian Struck (with Injury),2012,3,19,17,52,POWELL ST / HEATLEY AVE,Strathcona,493493,5458920
Vehicle Collision or Pedestrian Struck (with Injury),2004,11,29,21,55,POWELL ST / JACKSON AVE,Strathcona,493211,5458928
Vehicle Collision or Pedestrian Struck (with Injury),2013,3,12,17,19,POWELL ST / JACKSON AVE,Strathcona,493211,5458928
Vehicle Collision or Pedestrian Struck (with Injury),2020,2,18,14,1,POWELL ST / JACKSON AVE,Strathcona,493211,5458928
Vehicle Collision or Pedestrian Struck (with Injury),2009,5,2,1,28,POWELL ST / JACKSON AVE,Strathcona,493211,5458929
Vehicle Collision or Pedestrian Struck (with Injury),2011,1,13,9,34,POWELL ST / JACKSON AVE,Strathcona,493211,5458929
Vehicle Collision or Pedestrian Struck (with Injury),2011,2,11,12,3,POWELL ST / JACKSON AVE,Strathcona,493211,5458929
Vehicle Collision or Pedestrian Struck (with Injury),2009,9,11,19,27,POWELL ST / MAIN ST,Central Business District,492759,5458942
Vehicle Collision or Pedestrian Struck (with Injury),2013,3,21,17,55,POWELL ST / MAIN ST,Central Business District,492759,5458942
Vehicle Collision or Pedestrian Struck (with Injury),2014,1,17,13,50,POWELL ST / MAIN ST,Central Business District,492759,5458942
Vehicle Collision or Pedestrian Struck (with Injury),2014,9,14,9,29,POWELL ST / MAIN ST,Central Business District,492759,5458942
Vehicle Collision or Pedestrian Struck (with Injury),2015,3,13,5,40,POWELL ST / MAIN ST,Central Business District,492759,5458942
Vehicle Collision or Pedestrian Struck (with Injury),2006,5,21,6,50,POWELL ST / MCLEAN DR,Grandview-Woodland,494614,5458945
Vehicle Collision or Pedestrian Struck (with Injury),2011,11,9,8,1,POWELL ST / MCLEAN DR,Grandview-Woodland,494614,5458945
Vehicle Collision or Pedestrian Struck (with Injury),2013,6,23,4,35,POWELL ST / MCLEAN DR,Grandview-Woodland,494614,5458945
Vehicle Collision or Pedestrian Struck (with Injury),2017,12,26,22,28,POWELL ST / MCLEAN DR,Grandview-Woodland,494614,5458945
Vehicle Collision or Pedestrian Struck (with Injury),2009,9,10,16,53,POWELL ST / MCLEAN DR,Grandview-Woodland,494614,5458946
Vehicle Collision or Pedestrian Struck (with Injury),2007,5,6,22,11,POWELL ST / PRINCESS AVE,Strathcona,493352,5458924
Vehicle Collision or Pedestrian Struck (with Injury),2008,4,13,9,5,POWELL ST / PRINCESS AVE,Strathcona,493352,5458924
Vehicle Collision or Pedestrian Struck (with Injury),2009,12,23,8,30,POWELL ST / PRINCESS AVE,Strathcona,493352,5458924
Vehicle Collision or Pedestrian Struck (with Injury),2010,8,15,17,1,POWELL ST / PRINCESS AVE,Strathcona,493352,5458924
Vehicle Collision or Pedestrian Struck (with Injury),2019,11,17,15,48,POWELL ST / PRINCESS AVE,Strathcona,493352,5458924
Vehicle Collision or Pedestrian Struck (with Injury),2007,1,12,19,48,POWELL ST / RAYMUR AVE,Strathcona,494009,5458883
Vehicle Collision or Pedestrian Struck (with Injury),2005,4,20,17,10,POWELL ST / SALSBURY DR,Grandview-Woodland,495036,5459054
Vehicle Collision or Pedestrian Struck (with Injury),2016,12,12,1,29,POWELL ST / SALSBURY DR,Grandview-Woodland,495036,5459054
Vehicle Collision or Pedestrian Struck (with Injury),2019,11,4,10,58,POWELL ST / SALSBURY DR,Grandview-Woodland,495036,5459054
Vehicle Collision or Pedestrian Struck (with Injury),2016,11,28,10,40,POWELL ST / VERNON DR,Strathcona,494242,5458911
Vehicle Collision or Pedestrian Struck (with Injury),2005,2,26,17,25,POWELL ST / VICTORIA DR,Grandview-Woodland,495235,5459122
Vehicle Collision or Pedestrian Struck (with Injury),2011,7,8,15,8,POWELL ST / VICTORIA DR,Grandview-Woodland,495235,5459122
Vehicle Collision or Pedestrian Struck (with Injury),2012,9,6,11,29,POWELL ST / VICTORIA DR,Grandview-Woodland,495235,5459122
Vehicle Collision or Pedestrian Struck (with Injury),2013,11,1,4,30,POWELL ST / VICTORIA DR,Grandview-Woodland,495235,5459122
Vehicle Collision or Pedestrian Struck (with Injury),2014,9,27,16,44,POWELL ST / VICTORIA DR,Grandview-Woodland,495235,5459122
Vehicle Collision or Pedestrian Struck (with Injury),2015,12,24,4,42,POWELL ST / VICTORIA DR,Grandview-Woodland,495235,5459122
Vehicle Collision or Pedestrian Struck (with Injury),2017,1,30,14,24,POWELL ST / VICTORIA DR,Grandview-Woodland,495235,5459122
Vehicle Collision or Pedestrian Struck (with Injury),2022,3,10,14,45,POWELL ST / VICTORIA DR,Grandview-Woodland,495235,5459122
Vehicle Collision or Pedestrian Struck (with Injury),2010,7,31,0,40,POWELL ST / VICTORIA DR,Grandview-Woodland,495236,5459122
Vehicle Collision or Pedestrian Struck (with Injury),2010,12,7,9,55,POWELL ST / VICTORIA DR,Grandview-Woodland,495236,5459122
Vehicle Collision or Pedestrian Struck (with Injury),2003,11,24,22,45,POWELL ST / WALL ST,Grandview-Woodland,495365,5459123
Vehicle Collision or Pedestrian Struck (with Injury),2010,9,17,10,30,POWELL ST / WALL ST,Grandview-Woodland,495365,5459123
Vehicle Collision or Pedestrian Struck (with Injury),2008,12,7,10,56,POWELL ST / WATER ST,Central Business District,492436,5458962
Vehicle Collision or Pedestrian Struck (with Injury),2012,11,21,15,3,POWELL ST / WOODLAND DR,Grandview-Woodland,494721,5458973
Vehicle Collision or Pedestrian Struck (with Injury),2015,12,6,5,14,PRICE ST / BOUNDARY RD,Renfrew-Collingwood,498275,5454175
Vehicle Collision or Pedestrian Struck (with Injury),2017,1,30,15,45,PRICE ST / BOUNDARY RD,Renfrew-Collingwood,498275,5454175
Vehicle Collision or Pedestrian Struck (with Injury),2021,6,11,13,40,PRICE ST / RUPERT ST,Renfrew-Collingwood,497494,5454600
Vehicle Collision or Pedestrian Struck (with Injury),2014,1,24,15,16,PRINCE ALBERT ST / DURWARD AVE,Kensington-Cedar Cottage,493599,5454233
Vehicle Collision or Pedestrian Struck (with Injury),2010,9,21,22,36,PRINCE ALBERT ST / E 10TH AVE,Mount Pleasant,493656,5456528
Vehicle Collision or Pedestrian Struck (with Injury),2005,1,4,17,21,PRINCE ALBERT ST / E 11TH AVE,Mount Pleasant,493655,5456430
Vehicle Collision or Pedestrian Struck (with Injury),2005,10,29,19,3,PRINCE ALBERT ST / E 12TH AVE,Mount Pleasant,493655,5456332
Vehicle Collision or Pedestrian Struck (with Injury),2006,5,18,14,10,PRINCE ALBERT ST / E 12TH AVE,Mount Pleasant,493655,5456332
Vehicle Collision or Pedestrian Struck (with Injury),2007,10,24,11,19,PRINCE ALBERT ST / E 12TH AVE,Mount Pleasant,493655,5456332
Vehicle Collision or Pedestrian Struck (with Injury),2009,7,5,20,7,PRINCE ALBERT ST / E 12TH AVE,Mount Pleasant,493655,5456332
Vehicle Collision or Pedestrian Struck (with Injury),2010,6,2,15,33,PRINCE ALBERT ST / E 12TH AVE,Mount Pleasant,493655,5456332
Vehicle Collision or Pedestrian Struck (with Injury),2014,3,10,19,23,PRINCE ALBERT ST / E 12TH AVE,Mount Pleasant,493655,5456332
Vehicle Collision or Pedestrian Struck (with Injury),2006,3,31,15,58,PRINCE ALBERT ST / E 18TH AVE,Kensington-Cedar Cottage,493627,5455760
Vehicle Collision or Pedestrian Struck (with Injury),2015,1,12,17,23,PRINCE ALBERT ST / E 21ST AVE,Kensington-Cedar Cottage,493620,5455459
Vehicle Collision or Pedestrian Struck (with Injury),2014,3,21,13,5,PRINCE ALBERT ST / E 23RD AVE,Kensington-Cedar Cottage,493614,5455259
Vehicle Collision or Pedestrian Struck (with Injury),2015,2,16,8,56,PRINCE ALBERT ST / E 33RD AVE,Kensington-Cedar Cottage,493599,5454171
Vehicle Collision or Pedestrian Struck (with Injury),2020,10,29,13,4,PRINCE ALBERT ST / E 33RD AVE,Kensington-Cedar Cottage,493599,5454171
Vehicle Collision or Pedestrian Struck (with Injury),2012,7,31,11,32,PRINCE ALBERT ST / E 41ST AVE,Sunset,493608,5453339
Vehicle Collision or Pedestrian Struck (with Injury),2010,4,7,11,18,PRINCE ALBERT ST / E 49TH AVE,Sunset,493591,5452519
Vehicle Collision or Pedestrian Struck (with Injury),2006,10,13,14,52,PRINCE ALBERT ST / E 50TH AVE,Sunset,493589,5452416
Vehicle Collision or Pedestrian Struck (with Injury),2010,7,31,14,59,PRINCE ALBERT ST / E 51ST AVE,Sunset,493587,5452309
Vehicle Collision or Pedestrian Struck (with Injury),2014,3,20,18,17,PRINCE ALBERT ST / E 57TH AVE,Sunset,493605,5451720
Vehicle Collision or Pedestrian Struck (with Injury),2021,5,31,14,32,PRINCE ALBERT ST / E 57TH AVE,Sunset,493605,5451720
Vehicle Collision or Pedestrian Struck (with Injury),2013,8,25,14,5,PRINCE ALBERT ST / E 7TH AVE,Mount Pleasant,493659,5456842
Vehicle Collision or Pedestrian Struck (with Injury),2017,9,10,0,55,PRINCE ALBERT ST / E 8TH AVE,Mount Pleasant,493658,5456741
Vehicle Collision or Pedestrian Struck (with Injury),2022,6,24,17,33,PRINCE ALBERT ST / E 8TH AVE,Mount Pleasant,493658,5456741
Vehicle Collision or Pedestrian Struck (with Injury),2007,1,13,22,51,PRINCE ALBERT ST / E BROADWAY AVE,Mount Pleasant,493656,5456637
Vehicle Collision or Pedestrian Struck (with Injury),2012,5,25,0,33,PRINCE ALBERT ST / E BROADWAY AVE,Mount Pleasant,493656,5456637
Vehicle Collision or Pedestrian Struck (with Injury),2017,9,26,12,50,PRINCE ALBERT ST / E BROADWAY AVE,Mount Pleasant,493656,5456637
Vehicle Collision or Pedestrian Struck (with Injury),2008,9,6,15,42,PRINCE ALBERT ST / E BROADWAY AVE,Mount Pleasant,493656,5456638
Vehicle Collision or Pedestrian Struck (with Injury),2010,12,30,13,39,PRINCE ALBERT ST / E BROADWAY AVE,Mount Pleasant,493656,5456638
Vehicle Collision or Pedestrian Struck (with Injury),2005,5,21,17,26,PRINCE ALBERT ST / E KING EDWARD AVE,Kensington-Cedar Cottage,493614,5455097
Vehicle Collision or Pedestrian Struck (with Injury),2021,11,25,17,34,PRINCE ALBERT ST / KINGSWAY AVE,Kensington-Cedar Cottage,493638,5455872
Vehicle Collision or Pedestrian Struck (with Injury),2014,12,18,14,36,PRINCE ALBERT ST / SE MARINE DR,Sunset,493573,5450916
